Sales Order Number	Quantity	Unit List Price	Production Order Number	Customer for-Order	Order Date	Commit Date	Ship Date	Throughput	Days Late	Late Flag	Component A Inven	Component B Inven	Component C Inven	Component D Inven	Late Code	Routing to Work Center	Work Center Sequence	AAAA-Actual Labor	AAAB-Actual Labor	AAAC-Actual Labor	AAAD-Actual Labor	AAAE-Actual Labor	AAAF-Actual Labor	AAAG-Actual Labor	AAAH-Actual Labor	AAAI-Actual Labor	AAAJ-Actual Labor	AAAK-Actual Labor	AAAL-Actual Labor	AAAM-Actual Labor	AAAN-Actual Labor	AAAO-Actual Labor	AAAP-Actual Labor	AAAQ-Actual Labor	AAAR-Actual Labor	AAAS-Actual Labor	AAAT-Actual Labor	AAAU-Actual Labor	Average Hourly Labor Rate	Component A Unit Cost	Component A Lead Time	Component B unit Cost	Component B Lead Time	Component C Unit Cost	Component C Lead Time	Component D Unit Cost	Component D Lead Time	Delivery Number	Carrier	Base Freight	Premium 	Total Freight Cost	Total Labor Cost	Total Material Cost	QTY X List Price	Gross Margin
O-10338	12	650	P-10338	5	7/2/2012	8/1/2012	8/13/2012	42	12.26343675	Late	108.7262136	3.70985189	654.6599042	3113.74417	Poor Workmanship Internally in Work Centers	R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	34	3	17	5	5	25	2	30	10	40	20	D-10338	CarrierC	150	150	300	12444	1200	7800	-6144
O-10340	12	650	P-10340	1	7/7/2012	8/6/2012	8/9/2012	33	3.533940753	Late	2.379164113	4.401378661	226.7870028	1565.601852	Poor Workmanship Internally in Work Centers	R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	25	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10340	CarrierA	300	150	450	10608	1200	7800	-4458
O-10341	12	650	P-10341	1	7/9/2012	8/8/2012	8/23/2012	45	15.70883359	Late	193.4832886	-3.186921118	291.9650267	2955.379912	Component C Failure at Final Inspection	R-13	AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10341	CarrierB	200	150	350	6120	1200	7800	130
O-10346	12	650	P-10346	50	7/11/2012	8/10/2012	8/13/2012	33	3.21400741	Late	51.48663135	3.716377571	21.19241955	3399.436932	Poor Workmanship Internally in Work Centers	R-20	AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK	0	3	3	3	3	3	3	3	25	3	3	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10346	CarrierC	150	150	300	10608	1200	7800	-4308
O-10348	12	650	P-10348	26	7/14/2012	8/13/2012	8/11/2012	28	-1.387526171	On-Time	114.1520819	2.146356821	464.0924077	2536.678476		R-16	AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10348	CarrierA	300	0	300	6120	1200	7800	180
O-10353	12	650	P-10353	2	7/25/2012	8/24/2012	8/30/2012	36	6.337123943	Late	104.7423494	5.845267293	818.3247775	2921.308282	Poor Workmanship Internally in Work Centers	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	25	3	17	5	5	25	2	30	10	40	20	D-10353	CarrierB	200	150	350	10608	1200	7800	-4358
O-10356	12	650	P-10356	3	7/28/2012	8/27/2012	9/30/2012	64	34.85123917	Late	77.23329153	5.859274997	336.0172223	3541.492102	Component C Failure at Final Inspection	R-5	AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	17	5	5	25	2	30	10	40	20	D-10356	CarrierC	150	150	300	6120	1200	7800	180
O-10358	12	650	P-10358	4	7/31/2012	8/30/2012	8/28/2012	28	-1.296629057	On-Time	51.97558639	3.261952422	36.82415629	1968.314922		R-4	AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	17	5	5	25	2	30	10	40	20	D-10358	CarrierA	300	0	300	6120	1200	7800	180
O-10370	12	650	P-10370	1	8/14/2012	9/13/2012	9/13/2012	30	0.878182889	On-Time	95.936222	8.283963147	300.1724944	2883.28306		R-12	AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10370	CarrierB	200	0	200	6120	1200	7800	280
O-10371	12	650	P-10371	1	8/17/2012	9/16/2012	9/20/2012	34	4.025736622	Late	160.8300075	2.736824539	220.0635485	3540.80509	Poor Workmanship Internally in Work Centers	R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	25	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10371	CarrierC	150	150	300	10608	1200	7800	-4308
O-10378	12	650	P-10378	5	8/22/2012	9/21/2012	9/24/2012	33	3.746705939	Late	154.0856661	0.7914522	189.4360774	3319.524042	Poor Workmanship Internally in Work Centers	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	29	3	17	5	5	25	2	30	10	40	20	D-10378	CarrierA	300	150	450	11424	1200	7800	-5274
O-10392	12	650	P-10392	2	9/11/2012	10/11/2012	10/11/2012	30	0.576162846	On-Time	96.12623146	1.501778929	489.1899299	2829.993872		R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10392	CarrierB	200	0	200	6120	1200	7800	280
O-10396	12	650	P-10396	46	9/17/2012	10/17/2012	10/15/2012	28	-1.215883492	On-Time	138.78975	2.514453553	-147.1548803	1870.952877		R-20	AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10396	CarrierC	150	0	150	6120	1200	7800	330
O-10405	12	650	P-10405	2	9/30/2012	10/30/2012	12/18/2012	79	49.50668491	Late	132.5173039	0.675989181	40.83806031	3526.160064	Component D late Delivery	R-12	AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10405	CarrierA	300	150	450	6120	1200	7800	30
O-10412	12	650	P-10412	2	10/7/2012	11/6/2012	11/4/2012	28	-1.678565893	On-Time	108.7523733	-0.138478447	348.4172815	2748.206283		R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10412	CarrierB	200	0	200	6120	1200	7800	280
O-10416	12	650	P-10416	19	10/8/2012	11/7/2012	11/13/2012	36	6.036371203	Late	52.46333433	3.669728554	345.2005676	3159.635909	Component D Failure at Final Inspection	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10416	CarrierC	150	150	300	6120	1200	7800	180
O-10423	12	650	P-10423	1	10/15/2012	11/14/2012	11/12/2012	28	-1.934251815	On-Time	69.65174234	-2.750156359	120.3110175	4299.308896		R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10423	CarrierA	300	0	300	6120	1200	7800	180
O-10423	12	650	P-10423	1	10/15/2012	11/14/2012	11/12/2012	28	-1.934251815	On-Time	69.65174234	-2.750156359	120.3110175	4299.308896		R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10423	CarrierB	200	0	200	6120	1200	7800	280
O-10426	12	650	P-10426	2	10/18/2012	11/17/2012	11/28/2012	41	11.87195217	Late	60.06089256	2.14098826	174.596154	4252.563656	Customer Changes to the Order	R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10426	CarrierC	150	150	300	6120	1200	7800	180
O-10438	12	650	P-10438	2	10/31/2012	11/30/2012	12/8/2012	38	8.815828635	Late	53.8899916	3.289745354	235.5522052	2178.765746	Credit Hold on Customer	R-2	AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	17	5	5	25	2	30	10	40	20	D-10438	CarrierA	300	150	450	6120	1200	7800	30
O-10443	12	650	P-10443	14	11/6/2012	12/6/2012	12/8/2012	32	2.157054867	Late	45.84968117	4.444928238	208.2450863	1153.402693	Component D late Delivery	R-3	AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI	100	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	17	5	5	25	2	30	10	40	20	D-10443	CarrierB	200	150	350	25908	1200	7800	-19658
O-10447	12	650	P-10447	2	11/13/2012	12/13/2012	12/17/2012	34	4.288653392	Late	108.5697505	1.632732975	523.5632495	1463.720149	Customer Changes to the Order	R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10447	CarrierC	150	150	300	6120	1200	7800	180
O-10451	12	650	P-10451	1	11/19/2012	12/19/2012	12/21/2012	32	2.348847445	Late	108.6223464	6.473082886	158.3492341	3210.493683	Poor Workmanship Internally in Work Centers	R-6	AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR	0	0	0	0	0	0	0	0	25	3	3	3	3	3	3	3	3	3	0	0	0	17	5	5	25	2	30	10	40	20	D-10451	CarrierA	300	150	450	10608	1200	7800	-4458
O-10463	12	650	P-10463	2	12/5/2012	1/4/2013	1/11/2013	37	7.929273068	Late	3.325109312	-2.038044599	351.8471816	2847.720408	Poor Workmanship Internally in Work Centers	R-13	AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	42	3	17	5	5	25	2	30	10	40	20	D-10463	CarrierB	200	150	350	14076	1200	7800	-7826
O-10476	12	650	P-10476	27	12/20/2012	1/19/2013	1/21/2013	32	2.016679795	Late	3.408276923	2.011569938	277.074453	4401.98442	Poor Workmanship Internally in Work Centers	R-7	AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	87	3	17	5	5	25	2	30	10	40	20	D-10476	CarrierC	150	150	300	23256	1200	7800	-16956
O-10478	12	650	P-10478	37	12/22/2012	1/21/2013	1/23/2013	32	2.135180696	Late	21.92906988	0.147533892	388.946347	3024.220742	Component D late Delivery	R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10478	CarrierA	300	150	450	6120	1200	7800	30
O-10482	12	650	P-10482	3	1/2/2013	2/1/2013	2/2/2013	31	1.750339293	On-Time	141.1343021	5.910451467	174.8452189	2799.555984		R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10482	CarrierB	200	0	200	6120	1200	7800	280
O-10484	12	650	P-10484	1	1/5/2013	2/4/2013	2/8/2013	34	4.227194057	Late	124.5205997	-0.197401736	333.96062	926.1937321	Customer Changes to the Order	R-6	AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	17	5	5	25	2	30	10	40	20	D-10484	CarrierC	150	150	300	6120	1200	7800	180
O-10485	12	650	P-10485	1	1/7/2013	2/6/2013	2/4/2013	28	-1.861285496	On-Time	21.88429252	2.642905968	324.1150597	2494.054504		R-7	AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	17	5	5	25	2	30	10	40	20	D-10485	CarrierA	300	0	300	6120	1200	7800	180
O-10491	12	650	P-10491	2	1/14/2013	2/13/2013	2/12/2013	29	-0.708048466	On-Time	43.99571109	0.600140713	-60.28011466	875.3387554		R-4	AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	17	5	5	25	2	30	10	40	20	D-10491	CarrierB	200	0	200	6120	1200	7800	280
O-10493	12	650	P-10493	2	1/18/2013	2/17/2013	2/19/2013	32	2.706426806	Late	40.19519172	2.75151402	254.6737176	4439.154738	Customer Changes to the Order	R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10493	CarrierC	150	150	300	6120	1200	7800	180
O-10496	12	650	P-10496	2	1/23/2013	2/22/2013	3/5/2013	41	11.22369914	Late	189.5161379	-1.81409078	542.8701765	2894.82272	Component D Failure at Final Inspection	R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10496	CarrierA	300	150	450	6120	1200	7800	30
O-10500	12	650	P-10500	1	1/26/2013	2/25/2013	3/10/2013	43	13.81309914	Late	147.7606008	6.036063325	38.36828118	2504.386919	Component D Failure at Final Inspection	R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	22	3	17	5	5	25	2	30	10	40	20	D-10500	CarrierB	200	150	350	9996	1200	7800	-3746
O-10501	12	650	P-10501	3	1/28/2013	2/27/2013	3/3/2013	34	4.210611166	Late	96.39877441	3.666875316	200.9977002	2468.301833	Poor Workmanship Internally in Work Centers	R-13	AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	99	3	17	5	5	25	2	30	10	40	20	D-10501	CarrierC	150	150	300	25704	1200	7800	-19404
O-10514	12	650	P-10514	17	2/16/2013	3/18/2013	3/17/2013	29	-0.993709957	On-Time	156.6851894	0.513227217	78.75521564	2268.752261		R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10514	CarrierA	300	0	300	6120	1200	7800	180
O-10528	12	650	P-10528	33	3/6/2013	4/5/2013	4/5/2013	30	0.345790126	On-Time	108.7206303	-0.132339392	283.7067589	3108.991788		R-12	AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10528	CarrierB	200	0	200	6120	1200	7800	280
O-10551	12	650	P-10551	4	4/7/2013	5/7/2013	5/11/2013	34	4.549401589	Late	75.76170542	1.542009981	386.376577	3816.446692	Component B late Delivery	R-14	AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10551	CarrierC	150	150	300	6120	1200	7800	180
O-10554	12	650	P-10554	5	4/10/2013	5/10/2013	5/9/2013	29	-0.827027006	On-Time	179.9068494	-0.218681115	496.2743511	3105.825135		R-4	AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	17	5	5	25	2	30	10	40	20	D-10554	CarrierA	300	0	300	6120	1200	7800	180
O-10559	12	650	P-10559	2	4/14/2013	5/14/2013	5/16/2013	32	2.254433019	Late	96.23742518	1.935555552	468.143248	2080.200437	Component D Failure at Final Inspection	R-7	AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	17	5	5	25	2	30	10	40	20	D-10559	CarrierB	200	150	350	6120	1200	7800	130
O-10575	12	650	P-10575	2	5/8/2013	6/7/2013	6/8/2013	31	1.176845157	On-Time	107.9874429	2.785304625	100.1697818	1432.055748		R-20	AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10575	CarrierC	150	0	150	6120	1200	7800	330
O-10581	12	650	P-10581	2	5/15/2013	6/14/2013	6/22/2013	38	8.09723757	Late	94.47064523	-1.879146656	284.7384839	3557.033655	Credit Hold on Customer	R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10581	CarrierA	300	150	450	6120	1200	7800	30
O-10586	12	650	P-10586	34	5/24/2013	6/23/2013	6/25/2013	32	2.754551785	Late	130.1040436	0.491957182	481.0321832	1871.52042	Component D late Delivery	R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10586	CarrierB	200	150	350	6120	1200	7800	130
O-10590	12	650	P-10590	3	6/3/2013	7/3/2013	7/2/2013	29	-0.586103389	On-Time	160.1497452	4.467910696	351.9598909	3214.130957		R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10590	CarrierC	150	0	150	6120	1200	7800	330
O-10611	12	650	P-10611	3	6/23/2013	7/23/2013	7/27/2013	34	4.246420149	Late	132.4149753	2.861884099	71.72400069	2816.00544	Component D late Delivery	R-6	AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	17	5	5	25	2	30	10	40	20	D-10611	CarrierA	300	150	450	6120	1200	7800	30
O-10632	12	650	P-10632	31	7/18/2013	8/17/2013	8/20/2013	33	3.409454005	Late	76.58076675	2.939171018	120.781556	4729.658662	Component D late Delivery	R-13	AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10632	CarrierB	200	150	350	6120	1200	7800	130
O-10639	12	650	P-10639	2	7/26/2013	8/25/2013	9/16/2013	52	22.0066191	Late	-21.67561733	4.930832219	380.5753342	3109.435595	Component A late Delivery	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10639	CarrierC	150	150	300	6120	1200	7800	180
O-10649	12	650	P-10649	2	8/10/2013	9/9/2013	9/9/2013	30	0.040446919	On-Time	104.202643	8.044069617	429.9997348	2419.378038		R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10649	CarrierA	300	0	300	6120	1200	7800	180
O-10653	12	650	P-10653	29	8/17/2013	9/16/2013	9/18/2013	32	2.248274002	Late	74.78848847	-1.395285242	236.2404497	4428.516544	Customer Changes to the Order	R-14	AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10653	CarrierB	200	150	350	6120	1200	7800	130
O-10661	12	650	P-10661	2	8/30/2013	9/29/2013	10/11/2013	42	12.73414396	Late	169.1360249	5.454649036	413.1963188	3572.532615	Component B late Delivery	R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	78	3	17	5	5	25	2	30	10	40	20	D-10661	CarrierC	150	150	300	21420	1200	7800	-15120
O-10662	12	650	P-10662	5	8/30/2013	9/29/2013	10/5/2013	36	6.513083112	Late	223.3878439	9.432709608	246.733795	634.9193557	Credit Hold on Customer	R-20	AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10662	CarrierA	300	150	450	6120	1200	7800	30
O-10682	12	650	P-10682	1	9/28/2013	10/28/2013	10/31/2013	33	3.969204378	Late	140.2760531	-1.989422557	244.9332703	2766.708078	Poor Workmanship Internally in Work Centers	R-4	AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	17	5	5	25	2	30	10	40	20	D-10682	CarrierB	200	150	350	6120	1200	7800	130
O-10684	12	650	P-10684	2	10/2/2013	11/1/2013	10/30/2013	28	-1.519352823	On-Time	153.9666715	9.34306067	150.3506343	1853.562676		R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10684	CarrierC	150	0	150	6120	1200	7800	330
O-10686	12	650	P-10686	1	10/8/2013	11/7/2013	11/15/2013	38	8.398975895	Late	116.4108151	0.769474614	522.4398582	3584.412771	Component C Failure at Final Inspection	R-9	AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10686	CarrierA	300	150	450	6120	1200	7800	30
O-10694	12	650	P-10694	3	10/18/2013	11/17/2013	12/23/2013	66	36.18573831	Late	199.9778805	-0.546340401	112.84778	2113.474827	Poor Workmanship Internally in Work Centers	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	20	3	17	5	5	25	2	30	10	40	20	D-10694	CarrierB	200	150	350	9588	1200	7800	-3338
O-10700	12	650	P-10700	46	10/23/2013	11/22/2013	11/20/2013	28	-1.085755841	On-Time	149.6435656	1.575777924	98.1987641	1546.779093		R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10700	CarrierC	150	0	150	6120	1200	7800	330
O-10700	12	650	P-10700	46	10/23/2013	11/22/2013	11/20/2013	28	-1.085755841	On-Time	149.6435656	1.575777924	98.1987641	1546.779093		R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10700	CarrierA	300	0	300	6120	1200	7800	180
O-10701	12	650	P-10701	25	10/25/2013	11/24/2013	11/25/2013	31	1.998643217	On-Time	188.4870677	-4.344878551	434.7088741	3227.364883		R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10701	CarrierB	200	0	200	6120	1200	7800	280
O-10703	12	650	P-10703	1	11/2/2013	12/2/2013	12/3/2013	31	1.834499215	On-Time	96.60134487	7.092890835	-81.0683957	3941.039168		R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10703	CarrierC	150	0	150	6120	1200	7800	330
O-10707	12	650	P-10707	1	11/5/2013	12/5/2013	12/3/2013	28	-1.117398879	On-Time	89.32131866	7.967294506	596.3067425	1968.355284		R-4	AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	17	5	5	25	2	30	10	40	20	D-10707	CarrierA	300	0	300	6120	1200	7800	180
